file name,unweighted API importance
/etc/ld.so.preload,0.000558
/sys/class/net/*/phy80211/name,0.000558
/dev/bmc,0.000558
/dev/dvb,0.000558
/etc/syslog.conf,0.000558
/proc/self/smaps,0.000558
/etc/strongswan.conf,0.000558
/etc/ppp/chap-secrets,0.000558
/etc/ppp/pap-secrets,0.000558
/sys/class/gpio/export,0.000558
/proc/*u/exe,0.000558
/etc/hostname,0.000558
/etc/ppp/ip-up,0.000558
/etc/corosync/authkey,0.000558
/dev/apm_bios,0.000558
/proc/self/ns,0.000558
/sys/class/net/*/bridge,0.000558
/etc/gnupg2,0.000558
/dev/kmem,0.000558
/dev/hdd,0.000558
/etc/TIMEZONE,0.000558
/proc/sysrq-trigger,0.000558
/proc/sys/kernel/pid_max,0.000558
/etc/slurm/cgroup_allowed_devices_file.conf,0.000558
/proc/timer_stats,0.000558
/sys/devices/system/cpu/cpu*/cpufreq/scaling_available_governors,0.000558
/etc/exports,0.000558
/sys/devices/system/cpu/cpu*/cpufreq/scaling_setspeed,0.000558
/etc/mailcap,0.000558
/etc/samba/smb.conf,0.000558
/dev/watchdog,0.000558
/proc/version_signature,0.000558
/dev/dri,0.000558
/sys/fs/cgroup/cgmanager.lower,0.000558
/etc/krb5kdc/.k5.,0.000558
/proc/tty/drivers,0.000558
/etc/dns.conf,0.000558
/dev/snd/seq,0.000558
/etc/shishi/shishi.skel,0.000558
/proc/locks,0.000558
/dev/dsp2,0.000558
/sys/class/net/*/speed,0.000558
/dev/dsp0,0.000558
/etc/newt/palette,0.000558
/etc/krb5.conf,0.000558
/dev/vc,0.000558
/etc/iproute2/rt_tables,0.000558
/etc/shishi/shishi.conf,0.000558
/etc/init,0.000558
/proc/sys/fs/file-nr,0.000558
/dev/ptmx_bsd,0.000558
/dev/dvb/adapter*/dvr*,0.000558
/etc/fb.modes,0.000558
/proc/net/ip_masquerade,0.000447
/proc/sys/net/ipv4/route/flush,0.000447
/etc/modprobe.conf,0.000447
/sys/block/*/queue/protect,0.000447
/dev/dvb/adapter*/frontend0,0.000447
/dev/fd/3,0.000447
/proc/i8k,0.000447
/dev/fd*,0.000447
/etc/systemd/hwdb/hwdb.bin,0.000447
/etc/conf.d/clock,0.000447
/etc/netconfig,0.000447
/sys/class/dmi/id/board_vendor,0.000447
/proc/pmu/battery_0,0.000447
/sys/kernel/mm/memory_peers/nv_mem,0.000447
/proc/ide/hd*/media,0.000447
/sys/class/net/*/wireless,0.000447
/etc/iproute2/rt_dsfield,0.000447
/proc/*/*id_map,0.000447
/dev/input/event0,0.000447
/etc/rc.d,0.000447
/proc/*/uid_map,0.000447
/etc/aurox-release,0.000447
/etc/nginx/nginx.conf,0.000447
